Frequency (Hz),Strain Energy (J)
11097.837890625,732.39892578125
11225.4189453125,454.9082336425781
11354.466796875,328.65301513671875
11484.9970703125,269.6653747558594
11617.029296875,251.6048126220703
11750.578125,272.85986328125
11885.6630859375,361.2684020996094
12022.30078125,649.962158203125
12160.5087890625,2194.417236328125
12300.306640625,1566406.125
12441.7109375,2416.421630859375
12584.740234375,614.3648071289062
12729.4150390625,296.3726806640625
12875.751953125,187.59780883789062
13023.771484375,138.70770263671875
13173.4931640625,114.52874755859375
13324.935546875,103.8985824584961
13478.119140625,94.24493408203125
13633.0634765625,93.44530487060547
13789.7890625,98.2008056640625
13948.3173828125,110.09227752685547
14108.6669921875,133.89974975585938
14270.8603515625,182.62770080566406
14434.91796875,298.8682861328125
14600.8623046875,692.6884765625
14768.712890625,4451.39599609375
